"id_client","service_sauvegarde","service_antivirus","service_assurance","service_streaming_film","service_streaming_tv","service_support"
"ZLLSA81996","Yes","Yes","Yes","Yes","Yes","Yes"
"RJFTJ55336","No","No","Yes","No","No","No"
"EDAKZ62147","Yes","No","No","No","No","Yes"
"EYLLL89843","Yes","No","No","Yes","Yes","Yes"
"ZRRDZ37446","Yes","No","No","No","No","No"
"RPBRZ24549","Yes","No","Yes","No","Yes","No"
"THGOT47606","Yes","Yes","No","Yes","No","No"
"NOPLP59809","No","No","No","Yes","Yes","No"
"VFKVB47497","No","No","No","No","No","No"
"MQBYC82764","No","No","Yes","Yes","Yes","No"
"RWHZL95189","No","No","Yes","Yes","Yes","No"
"TGUZV95522","No","Yes","No","No","No","No"
"SDTWQ86476","No","No","No","No","No","No"
"WQAQW45604","No","Yes","No","Yes","No","Yes"
"VZZOM49429","No","Yes","No","No","Yes","No"
"ICFDO22266","No","Yes","Yes","Yes","Yes","Yes"
"UIMSS28674","No","No","No","Yes","No","No"
"KXAUH44713","No","No","Yes","No","No","Yes"
"HFKLA67662","No","No","Yes","Yes","Yes","Yes"
"GXDAY70486","Yes","Yes","No","Yes","Yes","No"
"REDIY94953","No","Yes","No","No","Yes","No"
"MQPOS74719","Yes","No","Yes","Yes","No","Yes"
"CPDND56516","No","No","No","No","No","No"
"ZATGZ75861","No","No","No","No","Yes","No"
"HIJDH28854","No","Yes","Yes","Yes","Yes","Yes"
"MYYYZ66356","Yes","Yes","Yes","Yes","Yes","Yes"
"OYSJI36694","No","No","No","No","No","No"
"SBRXP84651","No","No","Yes","No","Yes","Yes"
"VYDLG09253","No","No","No","No","No","No"
"FYHKI30915","No","No","No","Yes","No","No"
"IWFHT70253","Yes","No","No","No","Yes","Yes"
"LBZHY18483","No","Yes","No","No","No","No"
"PRCBS08624","Yes","No","No","Yes","Yes","Yes"
"QVKPB02954","No","No","Yes","No","Yes","Yes"
"HJCUY30582","No","No","Yes","Yes","Yes","Yes"
"QEVEE98665","No","No","No","Yes","No","No"
"YEJAX57367","Yes","Yes","Yes","No","Yes","Yes"
"YJTYT15063","Yes","Yes","No","No","Yes","Yes"
"LHIEB99931","No","Yes","Yes","Yes","No","Yes"
"IWPXQ95008","Yes","Yes","Yes","Yes","No","Yes"
"XBQDD37373","Yes","No","Yes","No","No","No"
"ERYFC47047","No","No","No","No","No","No"
"EASSD79976","No","No","No","No","No","Yes"
"IKEEG53787","No","No","No","No","Yes","No"
"NDOIA83135","Yes","No","Yes","Yes","Yes","No"
"ZFSMY22375","No","Yes","Yes","No","Yes","Yes"
"VODJZ41843","Yes","No","No","Yes","No","No"
"ZRXFN21033","No","No","No","No","No","No"
"KEDTB43108","No","No","Yes","No","No","No"
"ZTQFB81907","No","No","Yes","Yes","Yes","No"
"HQAEN51986","Yes","No","No","No","Yes","Yes"
"TYFRD30058","Yes","No","Yes","Yes","Yes","No"
"PQIUY30386","Yes","Yes","Yes","No","No","No"
"NVFAM70784","Yes","Yes","No","No","No","No"
"KYGHE54334","No","Yes","No","No","No","Yes"
"KPVKK75728","No","No","Yes","Yes","Yes","Yes"
"MSSXB83374","Yes","No","No","Yes","No","No"
"OJVTK20824","No","No","Yes","Yes","No","No"
"FTBXC44024","No","Yes","Yes","No","Yes","No"
"QYTTU51499","Yes","Yes","Yes","No","No","Yes"
"BUOZZ25587","Yes","Yes","No","No","Yes","No"
"ANRML56494","Yes","No","Yes","Yes","No","Yes"
"EEXWB29591","No","Yes","No","Yes","Yes","No"
"ZWMNX68705","Yes","No","Yes","No","Yes","Yes"
"AIDJQ14311","Yes","No","Yes","Yes","Yes","Yes"
"MUOEZ43327","No","Yes","Yes","Yes","No","Yes"
"YKGDV77831","Yes","Yes","Yes","Yes","No","No"
"PYUSH45104","Yes","Yes","No","No","No","No"
"UOWJG90898","No","No","Yes","No","Yes","No"
"QBVSH12473","Yes","No","No","No","No","No"
"GDMOI68046","No","No","Yes","Yes","Yes","Yes"
"HTOTQ54024","Yes","No","No","No","No","No"
"RXJRQ63794","No","No","No","No","No","No"
"UUZZO27965","Yes","No","Yes","No","No","No"
"EHPPG96745","No","Yes","Yes","No","No","Yes"
"NVMPX31733","Yes","No","No","No","No","No"
"UKWQP07546","No","No","Yes","Yes","Yes","No"
"HVAYI82219","Yes","Yes","Yes","No","No","Yes"
"KOMJQ86453","Yes","No","Yes","Yes","Yes","Yes"
"MFOTG22422","No","Yes","No","No","No","No"
"ALXXZ26366","No","No","No","No","No","No"
"TRZWM50434","No","No","Yes","No","No","No"
"DFJKB08517","No","Yes","Yes","No","No","Yes"
"IZEUX89937","No","No","No","No","No","No"
"TLDHQ40132","Yes","No","Yes","No","No","No"
"JWVUX12166","Yes","No","No","No","No","No"
"FFLEM97675","No","No","No","No","No","No"
"SVUCV19635","No","No","No","No","No","No"
"LXKFY10861","No","No","No","No","No","No"
"TMATR90273","No","Yes","Yes","Yes","Yes","Yes"
"UKTOX06966","Yes","No","No","No","No","Yes"
"YNGYW27374","No","No","No","Yes","No","No"
"VFMWO17306","No","No","No","No","No","Yes"
"JNWRU75937","No","No","No","No","No","No"
"NAKJS41898","No","No","No","No","No","No"
"WTYHE68175","No","No","No","No","No","No"
"HSOOQ16602","No","No","Yes","No","No","No"
"IMHHT52948","Yes","No","No","Yes","No","Yes"
"HXJVA79014","No","No","Yes","No","No","No"
"SJDOU26369","Yes","Yes","No","No","No","No"
"YPIRV51301","Yes","Yes","Yes","No","Yes","No"
"YLXCL75413","Yes","No","No","Yes","No","Yes"
"RRIDN26122","No","No","No","No","Yes","No"
"MTYVW70373","No","Yes","Yes","Yes","Yes","Yes"
"AEXBM99442","No","No","No","Yes","No","No"
"DHKWQ67015","Yes","No","Yes","No","Yes","Yes"
"OTVVJ26757","No","Yes","No","No","Yes","No"
"CEBSX29775","Yes","Yes","Yes","Yes","Yes","Yes"
"LWKGE88451","No","No","Yes","No","Yes","Yes"
"DJRCH82126","No","Yes","Yes","Yes","No","No"
"JXEAW77217","Yes","No","No","Yes","No","No"
"LRIZX67334","No","Yes","Yes","Yes","Yes","Yes"
"SYFRB07192","No","Yes","Yes","No","No","Yes"
"EKNFS75472","Yes","No","Yes","No","Yes","No"
"PDSZP98618","Yes","No","Yes","Yes","Yes","Yes"
"FRZAA21622","Yes","No","Yes","No","No","Yes"
"OMWGI21972","Yes","No","Yes","Yes","Yes","No"
"FFVBJ04844","No","No","No","Yes","Yes","No"
"LCKZL76935","Yes","No","No","No","No","No"
"SJNAT22667","Yes","No","Yes","Yes","Yes","Yes"
"JTXHZ94448","No","No","Yes","No","No","No"
"JMNGR42012","No","Yes","Yes","No","No","No"
"VLHCZ35086","Yes","Yes","Yes","Yes","Yes","Yes"
"NXDCA68348","No","No","No","No","No","No"
"QVCRG26692","No","Yes","No","No","No","No"
"VTGLK40792","No","No","Yes","Yes","Yes","No"
"FTTVZ97288","No","No","No","No","No","No"
"WYBND80509","No","No","Yes","Yes","Yes","No"
"AMZBO56069","No","Yes","No","No","No","No"
"DYXAV40815","No","No","No","Yes","Yes","No"
"VQMYT65841","Yes","Yes","No","No","No","No"
"JVXYM77985","No","No","No","Yes","Yes","Yes"
"CUXZB76633","Yes","Yes","Yes","Yes","Yes","Yes"
"WXGNA84336","No","Yes","No","No","No","No"
"EBWRN28315","No","No","No","No","No","No"
"OWRVL37296","No","Yes","Yes","Yes","Yes","Yes"
"MXQJT66458","No","Yes","No","Yes","Yes","No"
"EJXVF21721","Yes","No","Yes","Yes","Yes","No"
"EIWEO26844","Yes","Yes","Yes","No","No","No"
"AOZUF52337","No","No","No","No","No","No"
"XPXAV42366","Yes","No","No","Yes","Yes","Yes"
"RTPMF61982","No","No","No","Yes","Yes","No"
"QYMUQ23114","Yes","No","Yes","No","Yes","No"
"ERDKV95927","No","Yes","Yes","Yes","Yes","No"
"KEXXH64641","No","No","No","No","No","No"
"SKJGO52565","Yes","No","No","Yes","Yes","Yes"
"OPMFY12626","No","No","Yes","No","No","No"
"VAFJJ99729","Yes","No","Yes","No","Yes","Yes"
"SXWVT21888","Yes","Yes","No","No","No","No"
"NTIXE71757","No","Yes","No","Yes","Yes","Yes"
"RNCEZ29204","No","No","No","No","No","No"
"VQRRV25165","No","No","No","No","No","No"
"PHBHR21902","Yes","Yes","No","Yes","No","No"
"IZEYF12547","Yes","No","No","Yes","Yes","No"
"NELLA07785","No","No","No","No","Yes","No"
"OOQEJ86765","No","No","No","No","No","Yes"
"BMCMR15805","No","Yes","No","Yes","No","No"
"IUTDZ77306","No","Yes","No","No","No","No"
"BKRZW23517","No","Yes","Yes","Yes","Yes","No"
"GRXMG32557","No","No","No","No","No","No"
"HLGXF04208","No","No","Yes","Yes","Yes","No"
"PBZEJ32924","Yes","No","Yes","Yes","Yes","Yes"
"FOKSF78548","No","No","No","Yes","No","No"
"HIPDW48061","No","No","No","No","No","No"
"IOQNP72336","No","Yes","No","No","No","Yes"
"NKNSI22523","Yes","Yes","No","Yes","Yes","Yes"
"LGKSR82008","No","Yes","Yes","Yes","Yes","Yes"
"CQRBU63084","Yes","No","Yes","Yes","Yes","Yes"
"KOAVE07304","Yes","Yes","No","Yes","No","No"
"ZABDG08073","No","Yes","No","No","No","Yes"
"RCYMT43223","Yes","No","Yes","Yes","No","Yes"
"ZNSFF69797","No","No","No","No","Yes","No"
"PJVDB11849","No","No","No","No","Yes","No"
"IUBJR38631","No","No","No","Yes","No","No"
"ACXIP05365","Yes","Yes","Yes","Yes","Yes","No"
"QPAVC42484","No","Yes","Yes","No","No","No"
"MAELW10326","Yes","Yes","Yes","Yes","No","Yes"
"XWBDM67719","Yes","No","Yes","Yes","Yes","No"
"ZUSHQ97107","Yes","Yes","No","Yes","Yes","No"
"ADESB68766","No","No","Yes","No","No","No"
"TGHTM67771","No","Yes","Yes","Yes","Yes","No"
"USWAR32291","No","Yes","Yes","Yes","Yes","Yes"
"GIOUT86246","Yes","Yes","No","No","No","No"
"AMZUF66959","Yes","Yes","Yes","Yes","Yes","Yes"
"YMUXS24511","Yes","Yes","No","No","No","Yes"
"PLAHS29883","No","No","Yes","Yes","Yes","No"
"MIYKT50324","No","No","No","No","No","No"
"AUUZZ10881","Yes","Yes","No","Yes","No","Yes"
"IHQZE15833","Yes","No","Yes","Yes","Yes","Yes"
"AOVVU75876","Yes","Yes","No","No","Yes","Yes"
"CYWKC14489","Yes","No","Yes","Yes","Yes","No"
"FAZPK48281","Yes","No","No","No","No","No"
"MHHUM34108","Yes","No","Yes","Yes","No","No"
"FFNJK10289","No","No","No","Yes","Yes","Yes"
"LCAQL47475","Yes","Yes","No","Yes","Yes","Yes"
"TNKIO36777","No","No","No","No","No","No"
"ZGKPT22358","No","No","No","No","No","No"
"MFZGM08152","No","No","Yes","Yes","Yes","Yes"
"BQZLN29165","No","Yes","Yes","No","No","No"
"QXNSA09996","No","No","No","No","No","No"
"ZODZZ79194","Yes","No","Yes","Yes","No","No"
"WMRNW89031","No","Yes","Yes","Yes","Yes","No"
"FECZV20277","Yes","No","Yes","Yes","Yes","No"
"ZZJWQ05311","No","No","No","No","No","No"
"HSGTV91106","No","Yes","Yes","Yes","Yes","Yes"
"KKCXF77403","Yes","No","No","No","No","No"
"XIWIO24009","Yes","Yes","Yes","Yes","Yes","Yes"
"FXTIZ93789","No","No","No","Yes","Yes","No"
"UVSPD37161","No","No","No","No","No","Yes"
"LHRTG62619","Yes","No","Yes","No","No","No"
"VKDTT59562","No","No","No","No","No","No"
"OIQSX65221","Yes","No","Yes","Yes","Yes","No"
"NCDLI17517","No","No","Yes","Yes","Yes","No"
"AUOAX48291","No","No","No","Yes","Yes","No"
"RHZGU74263","No","No","No","Yes","Yes","Yes"
"JURKQ74099","Yes","No","Yes","Yes","Yes","Yes"
"ARQET88079","Yes","No","No","Yes","No","No"
"RDDLT87567","Yes","No","No","Yes","No","Yes"
"BBZXK95604","No","Yes","No","No","No","No"
"MHQDC43816","No","Yes","Yes","No","No","Yes"
"PCJOO52956","No","Yes","No","No","No","No"
"BHCAW60133","No","No","Yes","Yes","Yes","Yes"
"YITQD36726","No","No","No","Yes","No","No"
"AKTSX19658","Yes","No","No","No","No","No"
"BWFSS91014","Yes","Yes","No","Yes","Yes","Yes"
"ZUEQE94459","Yes","No","No","No","No","Yes"
"TRMJS86761","No","No","No","No","No","No"
"MBMLB44804","Yes","No","Yes","Yes","Yes","No"
"IBNHG81555","No","No","No","No","No","No"
"RMRDB72073","Yes","No","Yes","Yes","Yes","No"
"SBKRY36062","No","No","Yes","Yes","Yes","No"
"QRLUP67412","Yes","Yes","Yes","Yes","No","Yes"
"VAPYH29694","Yes","Yes","No","No","No","Yes"
"MDKNV02075","No","Yes","Yes","Yes","Yes","Yes"
"RCUXW13842","Yes","No","No","No","No","No"
"CEFLT20823","No","No","No","No","No","No"
"EXGSF68543","Yes","Yes","Yes","No","No","No"
"HQITU92371","No","No","No","No","No","No"
"ZSMHQ51178","Yes","Yes","Yes","Yes","Yes","Yes"
"VWBID38895","Yes","Yes","No","Yes","Yes","Yes"
"CZFEI67285","No","No","No","No","Yes","No"
"NTUPK56399","No","Yes","No","No","No","No"
"SQIOB24806","No","No","No","No","No","No"
"YFUTL02376","Yes","Yes","No","Yes","Yes","Yes"
"EFSYY98421","Yes","Yes","Yes","Yes","Yes","No"
"VTYLJ75015","Yes","No","No","No","No","No"
"YLCMQ36851","No","No","Yes","Yes","Yes","Yes"
"TXSIU22333","No","Yes","Yes","No","Yes","No"
"WZEKY78512","No","No","No","Yes","Yes","No"
"YIZKA23784","Yes","Yes","Yes","Yes","Yes","Yes"
"REHUX60301","Yes","No","Yes","Yes","Yes","Yes"
"POOTN98212","No","No","No","No","No","No"
"TVXTA79053","No","Yes","No","No","Yes","Yes"
"MHRRS93758","No","No","No","No","No","Yes"
"IUTTT66252","No","Yes","Yes","Yes","No","No"
"BFOCC20551","Yes","Yes","Yes","Yes","Yes","Yes"
"SHQEH83824","No","No","No","Yes","No","No"
"ACFOG71293","No","Yes","No","No","No","No"
"RJMEO37271","No","No","No","No","Yes","No"
"GCQFH50027","Yes","Yes","No","No","Yes","No"
"IOQDC47029","No","No","No","No","No","No"
"BWFRT66502","Yes","Yes","Yes","Yes","Yes","Yes"
"XOZPB72479","No","Yes","Yes","No","Yes","Yes"
"QSXOD58957","No","No","No","No","No","No"
"MVTAZ83971","No","No","Yes","Yes","Yes","No"
"YYXWG84816","Yes","No","No","Yes","No","Yes"
"DBYSJ52712","No","No","No","Yes","No","No"
"QVTAT58445","Yes","Yes","Yes","No","No","No"
"QMXUN32593","Yes","Yes","Yes","Yes","Yes","No"
"ARGXZ86953","No","No","No","No","No","No"
"DXMRT37546","No","No","No","No","No","No"
"IGJOS73952","No","No","No","Yes","No","No"
"CNDSP51253","Yes","Yes","No","No","No","Yes"
"CKHON59773","No","No","Yes","Yes","No","No"
"ERCJH86702","Yes","Yes","Yes","Yes","Yes","Yes"
"ITVZJ68395","Yes","No","No","No","No","Yes"
"LWVVH77653","Yes","Yes","No","No","Yes","No"
"FPDAC66642","Yes","No","Yes","Yes","Yes","Yes"
"BZUWY03654","Yes","No","Yes","Yes","Yes","No"
"PZXZQ35182","No","No","No","No","Yes","No"
"VBZTA36387","Yes","Yes","No","Yes","Yes","Yes"
"IVGOK03081","Yes","No","Yes","No","No","Yes"
"BEUTG78766","No","No","No","No","No","No"
"RTHKF51539","No","No","No","No","Yes","No"
"DHNKM90525","Yes","Yes","No","No","No","No"
"BDNNC94943","Yes","No","Yes","Yes","No","No"
"GIQKQ14718","Yes","No","No","No","No","No"
"NREXC97953","No","Yes","Yes","Yes","Yes","Yes"
"TYBNO30433","No","No","No","Yes","No","Yes"
"CZMPC48009","Yes","Yes","No","Yes","Yes","No"
"FQPRV71001","No","Yes","No","Yes","No","Yes"
"QIUNR83386","No","Yes","Yes","No","No","Yes"
"NKQBO65162","No","Yes","Yes","Yes","Yes","Yes"
"UDFZR12263","Yes","No","No","No","No","No"
"LLAZX80982","No","No","No","Yes","Yes","No"
"UPDGF86636","Yes","Yes","No","No","Yes","No"
"WUKSB95728","No","No","No","No","No","Yes"
"JBPSG36354","Yes","No","No","Yes","No","No"
"YIFGE19568","Yes","No","Yes","Yes","Yes","No"
"DWLJU22359","No","No","No","Yes","Yes","No"
"GRDWQ88833","No","Yes","No","No","No","Yes"
"NEAVX03808","Yes","No","Yes","Yes","Yes","No"
"ZNFSJ55529","No","No","No","No","No","No"
"CQJTA54587","No","Yes","No","Yes","Yes","Yes"
"NVXLZ31968","No","No","No","No","Yes","No"
"CCBKV70055","Yes","No","No","Yes","No","No"
"SSBJK73593","Yes","Yes","No","No","Yes","Yes"
"ISUZQ37993","No","No","No","No","No","No"
"YLPRD56515","Yes","No","No","No","Yes","No"
"ADRLB44327","No","No","No","No","No","No"
"JFCMK67787","No","Yes","No","Yes","Yes","No"
"IJEJK70296","No","Yes","No","Yes","No","Yes"
"ATFAS80332","No","No","Yes","No","Yes","No"
"ZVRHG99213","No","No","Yes","No","No","No"
"SFMUH37019","No","Yes","No","Yes","Yes","No"
"ZQPXH09434","No","No","Yes","Yes","Yes","No"
"QPZPO49375","No","No","Yes","Yes","Yes","No"
"WWYJV73592","Yes","Yes","Yes","Yes","Yes","Yes"
"WQDSG35241","No","No","Yes","Yes","Yes","No"
"MPKCA20007","Yes","Yes","Yes","Yes","Yes","No"
"DIOQZ18669","Yes","Yes","Yes","Yes","Yes","Yes"
"SOYZL53823","No","No","No","Yes","Yes","No"
"UXTJO06661","No","No","Yes","No","Yes","No"
"QPEFS76933","No","No","No","No","No","No"
"WHMYA62114","Yes","No","No","No","Yes","Yes"
"FDLAY07236","Yes","No","Yes","Yes","Yes","Yes"
"JQGJG36408","No","No","No","No","No","No"
"CORPM79792","Yes","No","No","No","Yes","No"
"GEADV43934","Yes","Yes","Yes","Yes","Yes","Yes"
"MYGKD65868","No","Yes","No","Yes","Yes","Yes"
"BSUXY62301","No","No","Yes","Yes","No","No"
"XCQRH76258","No","No","No","No","No","No"
"HPSBG16998","No","No","No","No","Yes","Yes"
"CUOCY12918","Yes","No","Yes","Yes","Yes","Yes"
"FECYN72345","No","No","Yes","Yes","Yes","No"
"OXYBR67192","No","No","Yes","No","Yes","No"
"VONJD89926","Yes","Yes","No","No","No","No"
"CZQZZ91405","Yes","Yes","No","Yes","Yes","Yes"
"CAKJW71294","No","No","Yes","No","No","No"
"RTHJQ34533","No","No","No","No","No","No"
"HUYVI26729","No","No","No","Yes","Yes","No"
"OJKQU47496","No","No","No","No","No","No"
"LECYP78529","Yes","Yes","No","Yes","No","No"
"NBPZG23259","No","Yes","No","No","No","No"
"MDLZW68986","Yes","No","No","No","No","Yes"
"GKVZY70495","Yes","Yes","No","Yes","Yes","Yes"
"DDOOR62967","Yes","No","No","No","Yes","No"
"UUBNU68978","Yes","No","No","No","Yes","Yes"
"UKJWL40614","No","No","No","No","No","No"
"VYYWG78902","No","No","No","No","Yes","No"
"ZISZV32824","Yes","No","Yes","Yes","Yes","Yes"
"SQEIZ52751","No","No","No","Yes","No","No"
"YLDSU40886","No","No","Yes","Yes","Yes","Yes"
"AAPKX32111","No","No","No","Yes","Yes","Yes"
"WEIJX74261","No","Yes","No","No","No","No"
"HHAPI05044","No","No","Yes","Yes","No","No"
"OWWYO42746","Yes","No","No","No","No","No"
"TVIUK17317","Yes","No","No","Yes","No","Yes"
"WHYHV85938","No","No","No","Yes","No","No"
"OWBPG76361","Yes","No","No","No","No","No"
"MQSSU15859","No","No","No","No","No","Yes"
"KFNHS61789","No","Yes","No","No","No","No"
"VHDTA95378","No","Yes","No","No","No","No"
"BZLNZ92253","Yes","Yes","Yes","Yes","Yes","No"
"QDCKA72729","Yes","No","No","Yes","Yes","No"
"NAXED41383","Yes","No","No","No","No","No"
"RZFON14539","No","Yes","No","No","No","No"
"AOROI87929","No","Yes","No","Yes","No","Yes"
"FIMPT50566","Yes","Yes","No","Yes","Yes","Yes"
"ZDXHY55724","Yes","No","No","Yes","No","No"
"XIRTR79947","No","No","Yes","Yes","No","Yes"
"EXCET52281","No","No","No","Yes","No","No"
"SASML11701","Yes","No","Yes","No","No","No"
"CBKXO81657","Yes","No","Yes","Yes","Yes","No"
"PXHFC79315","No","No","Yes","Yes","No","Yes"
"ZDFXI75296","Yes","No","No","Yes","No","No"
"KUTAJ46801","No","Yes","No","No","No","No"
"DQQVB16297","No","Yes","No","No","No","No"
"VEXDG79641","No","Yes","No","No","No","No"
"NAXZN96005","Yes","No","No","Yes","Yes","No"
"TAFJD74928","Yes","Yes","Yes","No","No","No"
"RLLXC30506","Yes","Yes","Yes","No","Yes","Yes"
"DCXLH05504","Yes","No","No","Yes","Yes","Yes"
"UMKOW51569","Yes","No","No","No","No","No"
"RMTLL45268","Yes","Yes","No","Yes","No","Yes"
"MWVIX99855","No","No","No","No","No","No"
"CMAZQ58828","Yes","No","No","No","No","Yes"
"LVYGI44727","No","Yes","Yes","No","Yes","Yes"
"YMXVQ75111","No","No","No","Yes","Yes","No"
"DDZOS97479","No","No","Yes","No","No","No"
"GDWGV98015","Yes","No","Yes","Yes","Yes","No"
"JSYOA77107","Yes","No","No","Yes","No","Yes"
"JJVZK54787","Yes","Yes","No","No","No","No"
"QHFBK98289","No","Yes","No","No","No","No"
"NDTOU53779","Yes","Yes","Yes","Yes","Yes","Yes"
"NVRIC70165","No","Yes","Yes","Yes","No","No"
"HMARX16424","Yes","Yes","Yes","Yes","Yes","Yes"
"IWXYM58111","No","No","Yes","Yes","Yes","No"
"EZJZE04117","No","No","No","No","Yes","No"
"KSATR67725","No","Yes","No","No","No","No"
"DMRVL82071","Yes","Yes","Yes","Yes","Yes","Yes"
"WZWJM32234","No","No","No","Yes","No","No"
"JJPQT63572","No","No","No","No","Yes","No"
"YBYNP61684","Yes","No","Yes","Yes","Yes","Yes"
"UDZFY80595","Yes","No","Yes","Yes","Yes","No"
"PAPRP08694","No","No","Yes","No","Yes","No"
"OXZSY14823","No","Yes","No","Yes","Yes","No"
"WLYXL51757","Yes","No","No","No","No","No"
"JMTTN94892","Yes","Yes","Yes","Yes","Yes","Yes"
"LTQRJ48271","Yes","Yes","No","Yes","Yes","Yes"
"DTIVD33634","No","Yes","Yes","Yes","Yes","No"
"XGZCY31998","No","No","No","No","No","No"
"OYIFC42986","No","No","Yes","Yes","Yes","Yes"
"FGRHH69949","Yes","No","Yes","Yes","Yes","Yes"
"JIBFC24048","No","Yes","Yes","Yes","Yes","Yes"
"DRTRF72339","Yes","No","Yes","Yes","Yes","No"
"CIDCF48541","No","No","Yes","No","No","No"
"GZDEL51156","Yes","Yes","Yes","Yes","Yes","Yes"
"DQLUS39821","Yes","Yes","No","No","No","No"
"BQEZT23382","No","Yes","No","No","No","No"
"LMWTJ87782","No","Yes","No","No","No","No"
"WGMRW92988","Yes","Yes","Yes","Yes","Yes","Yes"
"JFBHQ99741","Yes","No","No","Yes","Yes","Yes"
"HRBLJ71011","Yes","Yes","Yes","Yes","Yes","Yes"
"HYCIN99785","Yes","No","No","No","Yes","No"
"AUDBS31442","No","No","No","No","No","Yes"
"UXCRM78605","Yes","Yes","Yes","No","Yes","Yes"
"PYKOF79933","No","Yes","No","No","No","No"
"AALSR66169","No","Yes","Yes","Yes","Yes","No"
"SAHUZ95556","Yes","Yes","No","No","No","No"
"EOHDH16121","No","No","No","No","No","No"
"MJHIC29594","No","No","No","No","Yes","No"
"IFMYD01369","Yes","No","Yes","Yes","Yes","Yes"
"MMQTO93981","Yes","No","No","No","No","No"
"HOEDG87079","Yes","No","Yes","Yes","Yes","Yes"
"SOORI23913","No","Yes","No","No","No","No"
"FWEYA70472","Yes","No","No","Yes","Yes","Yes"
"ESMYF76159","No","No","No","Yes","Yes","No"
"FLVCG95656","Yes","Yes","No","Yes","No","No"
"BIXDE04804","No","No","Yes","Yes","Yes","No"
"OBVDG89929","No","No","Yes","Yes","No","No"
"RZCBJ63392","Yes","No","Yes","Yes","Yes","Yes"
"UXAFY17923","Yes","No","Yes","No","Yes","No"
"KVCNC96443","No","No","Yes","No","Yes","No"
"KGETH14925","Yes","Yes","Yes","Yes","No","Yes"
"YJZZE33474","Yes","No","Yes","Yes","Yes","No"
"ONULR62602","No","No","No","Yes","Yes","No"
"RJKLU61201","No","Yes","Yes","Yes","Yes","Yes"
"GFNTW00192","Yes","Yes","Yes","No","No","Yes"
"OAMXR02012","Yes","Yes","Yes","Yes","Yes","Yes"
"ULYRW63456","Yes","No","No","Yes","No","No"
"LYASK22127","Yes","No","Yes","Yes","No","No"
"OJSXI77743","Yes","No","Yes","Yes","Yes","No"
"JITSM91729","No","No","No","Yes","Yes","No"
"XYIRR53645","No","No","No","Yes","Yes","No"
"ZGUZJ75039","No","No","No","No","Yes","No"
"MFYNG63946","Yes","No","Yes","Yes","Yes","No"
"PKTRR64391","Yes","Yes","Yes","No","Yes","Yes"
"QHJNM41994","Yes","No","No","Yes","Yes","Yes"
"NXQZR76228","No","No","No","No","No","Yes"
"GFGCZ84047","No","No","Yes","No","Yes","No"
"XXAYG70893","No","No","Yes","No","Yes","No"
"CNLUQ53271","Yes","Yes","Yes","No","Yes","No"
"RZLNV81072","Yes","No","Yes","Yes","Yes","No"
"NMNQJ11436","No","No","No","Yes","No","No"
"FVFWF08804","Yes","Yes","No","No","No","No"
"YZADT30304","No","No","No","No","No","No"
"TAIRZ24023","Yes","No","Yes","No","No","No"
"HJJRW90604","Yes","No","Yes","Yes","Yes","No"
"KJCRD28327","No","No","Yes","Yes","Yes","Yes"
"YMCJC03762","No","No","No","No","Yes","Yes"
"ENTOF10606","Yes","Yes","Yes","Yes","No","Yes"
"RGMZT99792","Yes","No","No","Yes","Yes","No"
"TWMYB69506","Yes","No","No","No","No","Yes"
"MOGPM04401","Yes","No","Yes","Yes","Yes","No"
"WKXMW20274","Yes","No","Yes","Yes","Yes","Yes"
"TRPLW47591","No","No","No","No","No","No"
